id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1491017130242117639,1491017130242117639,2022-02-08 17:22:40 India Standard Time,2022-02-08,17:22:40,+0530,1324729032248717312,aak__thu,Dr Aryan Khan,,खान सर प्रोटेस्ट के लिए छात्रों को उकसाते हुए   https://t.co/xMFHxyrwEi,hi,[],[],[],4,147,720,[],[],https://twitter.com/Aak__Thu/status/1491017130242117639,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1491009071490736131/pu/img/JJEZuKtM2mzxEFYy.jpg,,,,,,,[],,,,
1490957715329458177,1490957715329458177,2022-02-08 13:26:34 India Standard Time,2022-02-08,13:26:34,+0530,1465507761727307779,aryankh_1,Aryan Khan,,بے شک💕  https://t.co/AD0qLgeIHG,ur,[],[],['https://pbs.twimg.com/media/FLDyHgRWQAAsdlh.jpg'],1,11,121,[],[],https://twitter.com/AryanKh_1/status/1490957715329458177,False,,1,https://pbs.twimg.com/media/FLDyHgRWQAAsdlh.jpg,,,,,,,[],,,,
1490389537683836930,1490389537683836930,2022-02-06 23:48:50 India Standard Time,2022-02-06,23:48:50,+0530,4789453135,desimojito,Mohit Gulati 🇮🇳,,"No, I am not Aryan Khan either 😂🤣😂",en,[],[],[],12,17,232,[],[],https://twitter.com/desimojito/status/1490389537683836930,False,https://twitter.com/srkssweetiee/status/1490388909825859585,0,,,,,,,,[],,,,
1490387807671513089,1490387807671513089,2022-02-06 23:41:58 India Standard Time,2022-02-06,23:41:58,+0530,3099486241,bombaytimes,BombayTimes,,Such a lovely throwback picture of #ShahRukhKhan with Lata Mangeshkar and Aryan Khan   @iamsrk   #LataDidi #LataMangeshkar  https://t.co/3wrEWowhfi,en,"[{'screen_name': 'iamsrk', 'name': 'shah rukh khan', 'id': '101311381'}]",[],['https://pbs.twimg.com/media/FK7rzz3VgAUz2bN.jpg'],11,344,3609,"['shahrukhkhan', 'latadidi', 'latamangeshkar']",[],https://twitter.com/bombaytimes/status/1490387807671513089,False,,1,https://pbs.twimg.com/media/FK7rzz3VgAUz2bN.jpg,,,,,,,[],,,,
1490378124151779328,1490378124151779328,2022-02-06 23:03:29 India Standard Time,2022-02-06,23:03:29,+0530,457088373,shehryar_khanum,Shehryar Khanum,,All those people romanticising ‘my India’ with the SRK Gauri Khan photo should have remembered Aryan Khan’s interfaith parents when he was hounded for no reason. Then only his Muslim identity was attacked! Sick.,en,[],[],[],18,19,181,[],[],https://twitter.com/shehryar_khanum/status/1490378124151779328,False,,0,,,,,,,,[],,,,
1489781879188475911,1489781879188475911,2022-02-05 07:34:13 India Standard Time,2022-02-05,07:34:13,+0530,1465507761727307779,aryankh_1,Aryan Khan,,﷽   ”جس رحمت کو اللہ لوگوں کے لئے کھول دے، کوئی نہیں ہے جو اُسے روک سکے، اور جسے وہ روک لے، تو کوئی نہیں ہے جو اس کے بعد اُسے چھڑا سکے۔ اور وہی ہے جو اِقتدار کا بھی مالک ہے، حکمت کا بھی مالک۔“  سورۃ فاطر : ۲,ur,[],[],[],0,11,101,[],[],https://twitter.com/AryanKh_1/status/1489781879188475911,False,,0,,,,,,,,[],,,,
1489243655537770504,1489240991920189440,2022-02-03 19:55:30 India Standard Time,2022-02-03,19:55:30,+0530,360705100,jugalrp,Jugal / जुगल,,"So what did we find? Well, it wasn't about Aryan Khan alone (though there was lots of it on him as well).   To begin with, this video will give you an idea.  https://t.co/zhS7CVX3UV",en,[],[],[],2,47,152,[],[],https://twitter.com/jugalrp/status/1489243655537770504,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1489243279136890884/pu/img/7oXOkgmRsepTnBSE.jpg,,,,,,,[],,,,
1489241837978419204,1489240991920189440,2022-02-03 19:48:17 India Standard Time,2022-02-03,19:48:17,+0530,360705100,jugalrp,Jugal / जुगल,,"Let’s start from the start.   It was in late October that a mere YouTube search with terms like ‘Aryan Khan’, ‘NCB’ etc began showing us radical results.   Graph represents the volume of the overall content. Obviously, not all was disinfo.  https://t.co/GY9vtXSCrW",en,[],[],['https://pbs.twimg.com/media/FKrZXG0akAIzcoS.jpg'],2,49,193,[],[],https://twitter.com/jugalrp/status/1489241837978419204,False,,1,https://pbs.twimg.com/media/FKrZXG0akAIzcoS.jpg,,,,,,,[],,,,
1488731868505812995,1488731868505812995,2022-02-02 10:01:51 India Standard Time,2022-02-02,10:01:51,+0530,1274342144661229568,coronakuti,Corona Kuti,,"Just a friendly reminder that people like Deepika, Aryan Khan, Jacqueline Fernandez etc. are criminals who are only roaming free because they did mujra’s at Panvel Farmhouse.   #BoycottBollywood",en,[],[],[],8,98,142,['boycottbollywood'],[],https://twitter.com/CoronaKuti/status/1488731868505812995,False,,0,,,,,,,,[],,,,
1487313897418035202,1487313897418035202,2022-01-29 12:07:20 India Standard Time,2022-01-29,12:07:20,+0530,950767239241793537,rajeevmatta,Rajeev Matta,,Any Godi media talking about: 1. NYT report on Indian govt buying Pegasus. 2. 200 crores cash from the house of Piyush Jain in Kanpur. The wrong one caught. 3. 3000 Kg heroin caught from Adani Port.  Sushant Singh Rajput and Aryan Khan gathered more time and eyeballs from these.,en,[],[],[],8,106,248,[],[],https://twitter.com/RajeevMatta/status/1487313897418035202,False,,0,,,,,,,,[],,,,
