id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1491464280226598918,1491464280226598918,2022-02-09 22:59:29 India Standard Time,2022-02-09,22:59:29,+0530,348894653,da_michaelscott,Michael Scott,,"Dwight, you ignorant slut.",en,[],[],[],4,63,277,[],[],https://twitter.com/Da_MichaelScott/status/1491464280226598918,False,,0,,,,,,,,[],,,,
1491462328386211853,1491462328386211853,2022-02-09 22:51:43 India Standard Time,2022-02-09,22:51:43,+0530,787361839827062788,forumpandlr,PAN #BBB22,,"🚨 Kim Petras acaba de divulgar capa e tracklist oficial do seu novo EP, “Slut Pop”. O projeto é inspirado no dia dos namorados e será lançado nesta sexta-feira (11).  https://t.co/PbSMglFnTy",pt,[],[],"['https://pbs.twimg.com/media/FLK9A21XsAAF_0p.jpg', 'https://pbs.twimg.com/media/FLK9CD3XwAQkACx.jpg']",14,19,268,[],[],https://twitter.com/forumpandlr/status/1491462328386211853,False,,1,https://pbs.twimg.com/media/FLK9A21XsAAF_0p.jpg,,,,,,,[],,,,
1491457062156443651,1491457062156443651,2022-02-09 22:30:48 India Standard Time,2022-02-09,22:30:48,+0530,2932414528,kimpetrasbrasil,Kim Petras Brasil ❤️‍🔥,,"🚨 Confira a capa e tracklist oficial de “Slut Pop”, novo EP de Kim Petras. O projeto, inspirado no dia dos namorados, será lançado nesta sexta-feira (11).  https://t.co/u8wWr252fO",pt,[],[],"['https://pbs.twimg.com/media/FLK4SKFXMAc58SW.jpg', 'https://pbs.twimg.com/media/FLK4SKGXoAQTa-3.jpg']",19,38,252,[],[],https://twitter.com/kimpetrasbrasil/status/1491457062156443651,False,,1,https://pbs.twimg.com/media/FLK4SKFXMAc58SW.jpg,,,,,,,[],,,,
1491456910192963584,1491456910192963584,2022-02-09 22:30:11 India Standard Time,2022-02-09,22:30:11,+0530,31718004,kimpetras,KIM PETRAS ❤️‍🔥,,Slut Pop 02/11/2022  https://t.co/sxoB3fuqWK ❤️‍🔥  https://t.co/gQZ93UzxJH,en,[],['http://www.kimisaslut.com'],"['https://pbs.twimg.com/media/FLK4JkGVgAQMGIJ.jpg', 'https://pbs.twimg.com/media/FLK4JvtUUAIXP8g.jpg']",531,1755,8349,[],[],https://twitter.com/kimpetras/status/1491456910192963584,False,,1,https://pbs.twimg.com/media/FLK4JkGVgAQMGIJ.jpg,,,,,,,[],,,,
1491412841265766402,1491412841265766402,2022-02-09 19:35:05 India Standard Time,2022-02-09,19:35:05,+0530,737635398,bonkey_bong,brie skull emoji 💀,,bottoming is considered more of a slutty activity than topping and I resent that. i want to be a slut at topping.,en,[],[],[],12,45,413,[],[],https://twitter.com/bonkey_bong/status/1491412841265766402,False,,0,,,,,,,,[],,,,
1491411361892814848,1491411361892814848,2022-02-09 19:29:12 India Standard Time,2022-02-09,19:29:12,+0530,422876110,soapjenn,SoapJenn 😷 - Did we talk about his sneakers?,,Wait...people are really complaining that this story makes Sonny look slutty? No. He's always been a slut. #GH #LRT,en,[],[],[],30,16,221,"['gh', 'lrt']",[],https://twitter.com/SoapJenn/status/1491411361892814848,False,,0,,,,,,,,[],,,,
1491392476489613312,1491392476489613312,2022-02-09 18:14:09 India Standard Time,2022-02-09,18:14:09,+0530,4533496818,mrblank8l,slut!jiu supremacy,,"&gt; ""if mxtx wanted sj to be misunderstood, she would've made a more compelling case""   sj's actions were CANONICALLY misunderstood by multiple characters in multiple situations, and his intentions were negatively misinterpreted.  how much more compelling does it have to be???",en,[],[],[],7,57,285,[],[],https://twitter.com/mrblank8l/status/1491392476489613312,False,,0,,,,,,,,[],,,,
1491392182905114627,1491392182905114627,2022-02-09 18:12:59 India Standard Time,2022-02-09,18:12:59,+0530,34908371,amerix,Eric,,"The bar for political leadership has really been stained and lowered.   Every thug, thief, liar and slut wants to be a leader.  https://t.co/vrlwUQu8fQ",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/FLJ9SH6XsAUCNc9.jpg'],63,233,952,[],[],https://twitter.com/amerix/status/1491392182905114627,False,,1,https://pbs.twimg.com/tweet_video_thumb/FLJ9SH6XsAUCNc9.jpg,,,,,,,[],,,,
1491388463597633537,1491388463597633537,2022-02-09 17:58:13 India Standard Time,2022-02-09,17:58:13,+0530,2796965504,thegaychingy,chingy “shoegaze dan” nea,,"I may be a huge pain slut, but I bottom in the footsteps of giant",en,[],[],[],4,4,145,[],[],https://twitter.com/TheGayChingy/status/1491388463597633537,False,https://twitter.com/catscarlett/status/1490762102083969024,0,,,,,,,,[],,,,
1491387604520128517,1491387604520128517,2022-02-09 17:54:48 India Standard Time,2022-02-09,17:54:48,+0530,1375078896018862084,meowpokko,Porco's a lil slut 💗,,Porco stans. We won today (read the caption)  https://t.co/yWzgwylWzZ,en,[],[],['https://pbs.twimg.com/media/FLJ5H03WQAEnlJZ.jpg'],6,23,141,[],[],https://twitter.com/meowpokko/status/1491387604520128517,False,,1,https://pbs.twimg.com/media/FLJ5H03WQAEnlJZ.jpg,,,,,,,[],,,,
